Gene	Comparison	Domain	GO.ID	Term	Annotated	Significant	Expected	pval	-log10(pvalue)	Fold.Enrichment	log10(FE)
Nek9	hom_vs_het_wt	BP	GO:0003094	glomerular filtration	15	4	0.61	0.00259	2.58670023591875	6.55737704918033	0.816730156317195
Nek9	hom_vs_het_wt	BP	GO:0072111	cell proliferation involved in kidney de...	15	4	0.61	0.00259	2.58670023591875	6.55737704918033	0.816730156317195
Nek9	hom_vs_het_wt	BP	GO:0072148	epithelial cell fate commitment	15	4	0.61	0.00259	2.58670023591875	6.55737704918033	0.816730156317195
Nek9	hom_vs_het_wt	BP	GO:0043524	negative regulation of neuron apoptotic ...	132	13	5.38	0.00282	2.54975089168064	2.41635687732342	0.383161076640448
Nek9	hom_vs_het_wt	BP	GO:0072661	protein targeting to plasma membrane	25	5	1.02	0.00297	2.52724355068279	4.90196078431373	0.690369832574101
Nek9	hom_vs_het_wt	BP	GO:0051899	membrane depolarization	133	13	5.42	0.00302	2.51999305704285	2.39852398523985	0.37994406576845
Nek9	hom_vs_het_wt	BP	GO:0051047	positive regulation of secretion	232	19	9.45	0.00305	2.51570016065321	2.01058201058201	0.303321792443566
Nek9	hom_vs_het_wt	BP	GO:0001755	neural crest cell migration	36	6	1.47	0.00305	2.51570016065321	4.08163265306122	0.610833915635468
Nek9	hom_vs_het_wt	BP	GO:0033555	multicellular organismal response to str...	61	8	2.48	0.00316	2.5003129173816	3.2258064516129	0.508638306165727
Nek9	hom_vs_het_wt	BP	GO:0072132	mesenchyme morphogenesis	36	8	1.47	0.00316	2.5003129173816	5.4421768707483	0.735772652243767
Nek9	hom_vs_het_wt	BP	GO:0008217	regulation of blood pressure	111	16	4.52	0.00326	2.48678239993206	3.53982300884956	0.548981547844543
Nek9	hom_vs_het_wt	BP	GO:0008015	blood circulation	312	54	12.71	0.00335	2.47495519296315	4.2486231313926	0.62824820926896
Nek9	hom_vs_het_wt	BP	GO:0003222	ventricular trabecula myocardium morphog...	16	4	0.65	0.00335	2.47495519296315	6.15384615384615	0.789146634685107
Nek9	hom_vs_het_wt	BP	GO:0090036	regulation of protein kinase C signaling	16	4	0.65	0.00335	2.47495519296315	6.15384615384615	0.789146634685107
Nek9	hom_vs_het_wt	BP	GO:0021983	pituitary gland development	37	6	1.51	0.00352	2.45345733652187	3.97350993377483	0.599174303090474
Nek9	hom_vs_het_wt	BP	GO:2000826	regulation of heart morphogenesis	26	5	1.06	0.00356	2.44855000202712	4.71698113207547	0.673664139071248
Nek9	hom_vs_het_wt	BP	GO:0060341	regulation of cellular localization	829	59	33.76	0.00356	2.44855000202712	1.74763033175355	0.242449573688527
Nek9	hom_vs_het_wt	BP	GO:0009798	axis specification	76	9	3.1	0.00362	2.44129142946683	2.90322580645161	0.462880815605052
Nek9	hom_vs_het_wt	BP	GO:0009914	hormone transport	219	18	8.92	0.00372	2.4294570601181	2.01793721973094	0.304907650727183
Nek9	hom_vs_het_wt	BP	GO:0071560	cellular response to transforming growth...	169	15	6.88	0.00382	2.41793663708829	2.18023255813953	0.33850282082017
Nek9	hom_vs_het_wt	BP	GO:0001934	positive regulation of protein phosphory...	555	36	22.6	0.00397	2.40120949323688	1.5929203539823	0.202194061619886
Nek9	hom_vs_het_wt	BP	GO:0035176	social behavior	38	6	1.55	0.00404	2.39361863488939	3.87096774193548	0.587819552213352
Nek9	hom_vs_het_wt	BP	GO:0008584	male gonad development	122	12	4.97	0.00408	2.38933983691012	2.41448692152918	0.382824857314293
Nek9	hom_vs_het_wt	BP	GO:0007269	neurotransmitter secretion	92	10	3.75	0.00416	2.38090666937326	2.66666666666667	0.425968732272281
Nek9	hom_vs_het_wt	BP	GO:0021904	dorsal/ventral neural tube patterning	27	5	1.1	0.00422	2.37468754903833	4.54545454545454	0.657577319177794
Nek9	hom_vs_het_wt	BP	GO:0043588	skin development	226	22	9.2	0.00423	2.37365963262496	2.39130434782609	0.378634853476651
Nek9	hom_vs_het_wt	BP	GO:0060004	reflex	17	4	0.69	0.00424	2.37263414340727	5.79710144927536	0.763210900590707
Nek9	hom_vs_het_wt	BP	GO:0007398	ectoderm development	17	4	0.69	0.00424	2.37263414340727	5.79710144927536	0.763210900590707
Nek9	hom_vs_het_wt	BP	GO:0061323	cell proliferation involved in heart mor...	17	4	0.69	0.00424	2.37263414340727	5.79710144927536	0.763210900590707
Nek9	hom_vs_het_wt	BP	GO:0045663	positive regulation of myoblast differen...	17	4	0.69	0.00424	2.37263414340727	5.79710144927536	0.763210900590707
Nek9	hom_vs_het_wt	BP	GO:0060575	intestinal epithelial cell differentiati...	17	4	0.69	0.00424	2.37263414340727	5.79710144927536	0.763210900590707
Nek9	hom_vs_het_wt	BP	GO:0045987	positive regulation of smooth muscle con...	17	4	0.69	0.00424	2.37263414340727	5.79710144927536	0.763210900590707
Nek9	hom_vs_het_wt	BP	GO:0042698	ovulation cycle	78	9	3.18	0.00432	2.36451625318509	2.83018867924528	0.451815389454892
Nek9	hom_vs_het_wt	BP	GO:0007015	actin filament organization	293	22	11.93	0.00433	2.36351210364663	1.84409052808047	0.265782237151864
Nek9	hom_vs_het_wt	BP	GO:0044057	regulation of system process	340	55	13.85	0.00436	2.36051351073141	3.97111913357401	0.598912916093777
Nek9	hom_vs_het_wt	BP	GO:0070542	response to fatty acid	51	7	2.08	0.00437	2.35951856302958	3.36538461538462	0.527034705051495
Nek9	hom_vs_het_wt	BP	GO:0032879	regulation of localization	1764	132	71.84	0.00459	2.33818731446274	1.83741648106904	0.264207607546602
Nek9	hom_vs_het_wt	BP	GO:0016331	morphogenesis of embryonic epithelium	156	14	6.35	0.00463	2.33441900898205	2.20472440944882	0.343354310386262
Nek9	hom_vs_het_wt	BP	GO:0010664	negative regulation of striated muscle c...	22	6	0.9	0.00478	2.32057210338788	6.66666666666667	0.823908740944319
Nek9	hom_vs_het_wt	BP	GO:0055114	oxidation-reduction process	750	51	30.54	0.00486	2.31336373073771	1.66994106090373	0.222701143377534
Nek9	hom_vs_het_wt	BP	GO:0010243	response to organonitrogen compound	582	37	23.7	0.00488	2.31158017799729	1.56118143459916	0.193453378056891
Nek9	hom_vs_het_wt	BP	GO:0032835	glomerulus development	52	7	2.12	0.00488	2.31158017799729	3.30188679245283	0.518762179085505
Nek9	hom_vs_het_wt	BP	GO:0045685	regulation of glial cell differentiation	52	7	2.12	0.00488	2.31158017799729	3.30188679245283	0.518762179085505
Nek9	hom_vs_het_wt	BP	GO:0003203	endocardial cushion morphogenesis	28	5	1.14	0.00497	2.30364361126667	4.3859649122807	0.642065152999546
Nek9	hom_vs_het_wt	BP	GO:0033273	response to vitamin	80	9	3.26	0.00511	2.29157909986529	2.76073619631902	0.441024909371386
Nek9	hom_vs_het_wt	BP	GO:0008306	associative learning	66	8	2.69	0.00517	2.28650945690606	2.97397769516729	0.473337706989536
Nek9	hom_vs_het_wt	BP	GO:0045665	negative regulation of neuron differenti...	66	8	2.69	0.00517	2.28650945690606	2.97397769516729	0.473337706989536
Nek9	hom_vs_het_wt	BP	GO:0010574	regulation of vascular endothelial growt...	18	4	0.73	0.00528	2.27736607746619	5.47945205479452	0.738737131207506
Nek9	hom_vs_het_wt	BP	GO:0007224	smoothened signaling pathway	111	11	4.52	0.00553	2.2572748686953	2.43362831858407	0.386254250346843
Nek9	hom_vs_het_wt	BP	GO:0048167	regulation of synaptic plasticity	127	12	5.17	0.00563	2.24949160514865	2.321083172147	0.365690702953682
Nek9	hom_vs_het_wt	BP	GO:0050880	regulation of blood vessel size	96	10	3.91	0.00564	2.24872089601666	2.55754475703325	0.407823242604133
Nek9	hom_vs_het_wt	BP	GO:0007605	sensory perception of sound	96	10	3.91	0.00564	2.24872089601666	2.55754475703325	0.407823242604133
Nek9	hom_vs_het_wt	BP	GO:0007019	microtubule depolymerization	29	5	1.18	0.00581	2.23582386760967	4.23728813559322	0.627087997029893
Nek9	hom_vs_het_wt	BP	GO:0060487	lung epithelial cell differentiation	29	5	1.18	0.00581	2.23582386760967	4.23728813559322	0.627087997029893
Nek9	hom_vs_het_wt	BP	GO:0048545	response to steroid hormone	338	24	13.77	0.00594	2.22621355501881	1.74291938997821	0.241277301454682
Nek9	hom_vs_het_wt	BP	GO:0044707	single-multicellular organism process	4691	339	191.04	0.00596	2.22475374025976	1.77449748743719	0.249075388753807
Nek9	hom_vs_het_wt	BP	GO:0030326	embryonic limb morphogenesis	128	12	5.21	0.00599	2.22257317761069	2.30326295585413	0.3623435227481
Nek9	hom_vs_het_wt	BP	GO:0048844	artery morphogenesis	54	7	2.2	0.00602	2.22040350874218	3.18181818181818	0.502675359192051
Nek9	hom_vs_het_wt	BP	GO:0051241	negative regulation of multicellular org...	302	22	12.3	0.00616	2.21041928783557	1.78861788617886	0.252517569382808
Nek9	hom_vs_het_wt	BP	GO:0046916	cellular transition metal ion homeostasi...	68	8	2.77	0.00620	2.20760831050175	2.88808664259928	0.460610217927495
Nek9	hom_vs_het_wt	BP	GO:0021675	nerve development	68	8	2.77	0.00620	2.20760831050175	2.88808664259928	0.460610217927495
Nek9	hom_vs_het_wt	BP	GO:0021954	central nervous system neuron developmen...	68	8	2.77	0.00620	2.20760831050175	2.88808664259928	0.460610217927495
Nek9	hom_vs_het_wt	BP	GO:0033002	muscle cell proliferation	134	18	5.46	0.00622	2.20620961530918	3.2967032967033	0.518079862398569
Nek9	hom_vs_het_wt	BP	GO:0021799	cerebral cortex radially oriented cell m...	34	10	1.38	0.00626	2.20342566678957	7.2463768115942	0.860120913598763
Nek9	hom_vs_het_wt	BP	GO:0014070	response to organic cyclic compound	676	50	27.53	0.00634	2.19791074211827	1.81620050853614	0.259163792942688
Nek9	hom_vs_het_wt	BP	GO:0060041	retina development in camera-type eye	124	15	5.05	0.00643	2.19178902707578	2.97029702970297	0.47279988093702
Nek9	hom_vs_het_wt	BP	GO:0048643	positive regulation of skeletal muscle t...	19	4	0.77	0.00647	2.1890957193313	5.19480519480519	0.71556926615548
Nek9	hom_vs_het_wt	BP	GO:0010667	negative regulation of cardiac muscle ce...	19	4	0.77	0.00647	2.1890957193313	5.19480519480519	0.71556926615548
Nek9	hom_vs_het_wt	BP	GO:0071616	acyl-CoA biosynthetic process	19	4	0.77	0.00647	2.1890957193313	5.19480519480519	0.71556926615548
Nek9	hom_vs_het_wt	BP	GO:0043243	positive regulation of protein complex d...	19	4	0.77	0.00647	2.1890957193313	5.19480519480519	0.71556926615548
Nek9	hom_vs_het_wt	BP	GO:0060074	synapse maturation	19	4	0.77	0.00647	2.1890957193313	5.19480519480519	0.71556926615548
Nek9	hom_vs_het_wt	BP	GO:0008206	bile acid metabolic process	19	4	0.77	0.00647	2.1890957193313	5.19480519480519	0.71556926615548
Nek9	hom_vs_het_wt	BP	GO:0055012	ventricular cardiac muscle cell differen...	19	4	0.77	0.00647	2.1890957193313	5.19480519480519	0.71556926615548
Nek9	hom_vs_het_wt	BP	GO:0048845	venous blood vessel morphogenesis	10	3	0.41	0.00651	2.18641901143181	7.31707317073171	0.864337397999927
Nek9	hom_vs_het_wt	BP	GO:0048505	regulation of timing of cell differentia...	10	3	0.41	0.00651	2.18641901143181	7.31707317073171	0.864337397999927
Nek9	hom_vs_het_wt	BP	GO:0010666	positive regulation of cardiac muscle ce...	10	3	0.41	0.00651	2.18641901143181	7.31707317073171	0.864337397999927
Nek9	hom_vs_het_wt	BP	GO:0002551	mast cell chemotaxis	10	3	0.41	0.00651	2.18641901143181	7.31707317073171	0.864337397999927
Nek9	hom_vs_het_wt	BP	GO:2000727	positive regulation of cardiac muscle ce...	10	3	0.41	0.00651	2.18641901143181	7.31707317073171	0.864337397999927
Nek9	hom_vs_het_wt	BP	GO:0002934	desmosome organization	10	3	0.41	0.00651	2.18641901143181	7.31707317073171	0.864337397999927
Nek9	hom_vs_het_wt	BP	GO:0009435	NAD biosynthetic process	10	3	0.41	0.00651	2.18641901143181	7.31707317073171	0.864337397999927
Nek9	hom_vs_het_wt	BP	GO:0052652	cyclic purine nucleotide metabolic proce...	83	9	3.38	0.00651	2.18641901143181	2.66272189349112	0.42532580916167
Nek9	hom_vs_het_wt	BP	GO:0048593	camera-type eye morphogenesis	98	10	3.99	0.00651	2.18641901143181	2.5062656641604	0.399027104313252
Nek9	hom_vs_het_wt	BP	GO:0046068	cGMP metabolic process	42	6	1.71	0.00669	2.17457388223218	3.50877192982456	0.54515513999149
Nek9	hom_vs_het_wt	BP	GO:0033344	cholesterol efflux	30	5	1.22	0.00674	2.17134010346468	4.0983606557377	0.61261017366127
Nek9	hom_vs_het_wt	BP	GO:0003016	respiratory system process	30	5	1.22	0.00674	2.17134010346468	4.0983606557377	0.61261017366127
Nek9	hom_vs_het_wt	BP	GO:0010769	regulation of cell morphogenesis involve...	298	27	12.14	0.00684	2.16494389827988	2.22405271828666	0.347145077419748
Nek9	hom_vs_het_wt	BP	GO:0040007	growth	786	52	32.01	0.00694	2.15864052954514	1.62449234614183	0.210717669490667
Nek9	hom_vs_het_wt	BP	GO:0048878	chemical homeostasis	718	68	29.24	0.00726	2.13906337929991	2.32558139534884	0.366531544420413
Nek9	hom_vs_het_wt	BP	GO:0055082	cellular chemical homeostasis	491	40	20	0.00734	2.13430394008393	2	0.301029995663981
Nek9	hom_vs_het_wt	BP	GO:0035249	synaptic transmission, glutamatergic	56	7	2.28	0.00736	2.1331221856625	3.07017543859649	0.487163193013803
Nek9	hom_vs_het_wt	BP	GO:0071248	cellular response to metal ion	100	10	4.07	0.00749	2.12551818230053	2.45700245700246	0.39040559077478
Nek9	hom_vs_het_wt	BP	GO:0030301	cholesterol transport	50	9	2.04	0.00765	2.11633856484638	4.41176470588235	0.644612342013426
Nek9	hom_vs_het_wt	BP	GO:0050678	regulation of epithelial cell proliferat...	235	18	9.57	0.00767	2.11520463605102	1.88087774294671	0.274360567326462
Nek9	hom_vs_het_wt	BP	GO:0010720	positive regulation of cell development	240	22	9.77	0.00773	2.11182050608167	2.2517911975435	0.352528117103433
Nek9	hom_vs_het_wt	BP	GO:0010631	epithelial cell migration	200	16	8.15	0.00778	2.10902040301031	1.96319018404908	0.292962373915948
Nek9	hom_vs_het_wt	BP	GO:0048557	embryonic digestive tract morphogenesis	20	4	0.81	0.00784	2.10568393731556	4.93827160493827	0.693574972449313
Nek9	hom_vs_het_wt	BP	GO:0001964	startle response	20	4	0.81	0.00784	2.10568393731556	4.93827160493827	0.693574972449313
Nek9	hom_vs_het_wt	BP	GO:0046688	response to copper ion	20	4	0.81	0.00784	2.10568393731556	4.93827160493827	0.693574972449313
Nek9	hom_vs_het_wt	BP	GO:0030336	negative regulation of cell migration	166	14	6.76	0.00794	2.1001794975729	2.07100591715976	0.316181339736602
Nek9	hom_vs_het_wt	BP	GO:0030802	regulation of cyclic nucleotide biosynth...	71	8	2.89	0.00803	2.09528445472132	2.7681660899654	0.442192144235396
Nek9	hom_vs_het_wt	BP	GO:0007422	peripheral nervous system development	57	7	2.32	0.00810	2.09151498112135	3.01724137931035	0.479610055123357
Nek9	hom_vs_het_wt	BP	GO:0016055	Wnt signaling pathway	347	24	14.13	0.00813	2.08990945440593	1.69851380042463	0.230069079863047
Nek9	hom_vs_het_wt	BP	GO:0022610	biological adhesion	996	76	40.56	0.00815	2.08884239126002	1.87376725838264	0.272715645955512
Nek9	hom_vs_het_wt	BP	GO:0045807	positive regulation of endocytosis	86	9	3.5	0.00819	2.08671609823958	2.57142857142857	0.410174465089049
Nek9	hom_vs_het_wt	BP	GO:0007519	skeletal muscle tissue development	175	24	7.13	0.00833	2.07935499859321	3.36605890603086	0.52712171185974
Nek9	hom_vs_het_wt	BP	GO:0097305	response to alcohol	287	25	11.69	0.00851	2.07007043991541	2.13857998289136	0.330125497510197
Nek9	hom_vs_het_wt	BP	GO:0098901	regulation of cardiac muscle cell action...	22	7	0.9	0.00853	2.06905096883248	7.77777777777778	0.890855530574932
Nek9	hom_vs_het_wt	BP	GO:0003231	cardiac ventricle development	119	31	4.85	0.00858	2.06651271215129	6.39175257731959	0.805619955232009
Nek9	hom_vs_het_wt	BP	GO:0042693	muscle cell fate commitment	11	3	0.45	0.00868	2.06148027482351	6.66666666666667	0.823908740944319
Nek9	hom_vs_het_wt	BP	GO:0072070	loop of Henle development	11	3	0.45	0.00868	2.06148027482351	6.66666666666667	0.823908740944319
Nek9	hom_vs_het_wt	BP	GO:0072075	metanephric mesenchyme development	11	3	0.45	0.00868	2.06148027482351	6.66666666666667	0.823908740944319
Nek9	hom_vs_het_wt	BP	GO:0035810	positive regulation of urine volume	11	3	0.45	0.00868	2.06148027482351	6.66666666666667	0.823908740944319
Nek9	hom_vs_het_wt	BP	GO:0045605	negative regulation of epidermal cell di...	11	3	0.45	0.00868	2.06148027482351	6.66666666666667	0.823908740944319
Nek9	hom_vs_het_wt	BP	GO:0051797	regulation of hair follicle development	11	3	0.45	0.00868	2.06148027482351	6.66666666666667	0.823908740944319
Nek9	hom_vs_het_wt	BP	GO:0086001	cardiac muscle cell action potential	43	9	1.75	0.00868	2.06148027482351	5.14285714285714	0.71120446075303
Nek9	hom_vs_het_wt	BP	GO:0003229	ventricular cardiac muscle tissue develo...	52	22	2.12	0.00882	2.05453141486818	10.377358490566	1.01608681989345
Nek9	hom_vs_het_wt	BP	GO:0032881	regulation of polysaccharide metabolic p...	32	5	1.3	0.00891	2.05012229596312	3.84615384615385	0.585026652029182
Nek9	hom_vs_het_wt	BP	GO:0007435	salivary gland morphogenesis	32	5	1.3	0.00891	2.05012229596312	3.84615384615385	0.585026652029182
Nek9	hom_vs_het_wt	BP	GO:0048813	dendrite morphogenesis	119	11	4.85	0.00922	2.03526907894637	2.2680412371134	0.355650946555961
Nek9	hom_vs_het_wt	BP	GO:0050773	regulation of dendrite development	119	11	4.85	0.00922	2.03526907894637	2.2680412371134	0.355650946555961
Nek9	hom_vs_het_wt	BP	GO:0045823	positive regulation of heart contraction	21	7	0.86	0.00926	2.03338901331807	8.13953488372093	0.910599588770689
Nek9	hom_vs_het_wt	BP	GO:0032878	regulation of establishment or maintenan...	21	4	0.86	0.00937	2.02826040911222	4.65116279069767	0.667561540084395
Nek9	hom_vs_het_wt	BP	GO:0048485	sympathetic nervous system development	21	4	0.86	0.00937	2.02826040911222	4.65116279069767	0.667561540084395
Nek9	hom_vs_het_wt	BP	GO:0023019	signal transduction involved in regulati...	21	4	0.86	0.00937	2.02826040911222	4.65116279069767	0.667561540084395
Nek9	hom_vs_het_wt	BP	GO:0071695	anatomical structure maturation	45	6	1.83	0.00938	2.02779716162094	3.27868852459016	0.515700160653214
Nek9	hom_vs_het_wt	BP	GO:0008585	female gonad development	73	8	2.97	0.00946	2.02410886359821	2.69360269360269	0.430333537674731
Nek9	hom_vs_het_wt	BP	GO:0001935	endothelial cell proliferation	88	9	3.58	0.00948	2.02319166266193	2.51396648044693	0.40035948279545
Nek9	hom_vs_het_wt	BP	GO:0043542	endothelial cell migration	137	12	5.58	0.01012	1.99481948749622	2.1505376344086	0.332547047110046
Nek9	hom_vs_het_wt	BP	GO:0003156	regulation of organ formation	33	5	1.34	0.01016	1.9931062920521	3.73134328358209	0.571865205971211
Nek9	hom_vs_het_wt	BP	GO:0042596	fear response	33	5	1.34	0.01016	1.9931062920521	3.73134328358209	0.571865205971211
Nek9	hom_vs_het_wt	BP	GO:0006879	cellular iron ion homeostasis	33	5	1.34	0.01016	1.9931062920521	3.73134328358209	0.571865205971211
Nek9	hom_vs_het_wt	BP	GO:0048608	reproductive structure development	373	35	15.19	0.01030	1.98716277529483	2.30414746543779	0.362510270487489
Nek9	hom_vs_het_wt	BP	GO:0022408	negative regulation of cell-cell adhesio...	46	6	1.87	0.01042	1.98213228103649	3.20855614973262	0.506309643847145
Nek9	hom_vs_het_wt	BP	GO:0046579	positive regulation of Ras protein signa...	42	9	1.71	0.01081	1.96617430604669	5.26315789473684	0.721246399047171
Nek9	hom_vs_het_wt	BP	GO:0060419	heart growth	67	13	2.73	0.01097	1.95979337242529	4.76190476190476	0.677780705266081
Nek9	hom_vs_het_wt	BP	GO:0001678	cellular glucose homeostasis	122	11	4.97	0.01101	1.95821268102825	2.21327967806841	0.345036296424893
Nek9	hom_vs_het_wt	BP	GO:0060079	regulation of excitatory postsynaptic me...	75	8	3.05	0.01106	1.95624487303132	2.62295081967213	0.418790147645158
Nek9	hom_vs_het_wt	BP	GO:0030823	regulation of cGMP metabolic process	22	4	0.9	0.01110	1.95467702121334	4.44444444444444	0.647817481888637
Nek9	hom_vs_het_wt	BP	GO:0003309	type B pancreatic cell differentiation	22	4	0.9	0.01110	1.95467702121334	4.44444444444444	0.647817481888637
Nek9	hom_vs_het_wt	BP	GO:0043114	regulation of vascular permeability	22	4	0.9	0.01110	1.95467702121334	4.44444444444444	0.647817481888637
Nek9	hom_vs_het_wt	BP	GO:0060914	heart formation	22	4	0.9	0.01110	1.95467702121334	4.44444444444444	0.647817481888637
Nek9	hom_vs_het_wt	BP	GO:2000178	negative regulation of neural precursor ...	22	4	0.9	0.01110	1.95467702121334	4.44444444444444	0.647817481888637
Nek9	hom_vs_het_wt	BP	GO:0043576	regulation of respiratory gaseous exchan...	22	4	0.9	0.01110	1.95467702121334	4.44444444444444	0.647817481888637
Nek9	hom_vs_het_wt	BP	GO:0051154	negative regulation of striated muscle c...	22	4	0.9	0.01110	1.95467702121334	4.44444444444444	0.647817481888637
Nek9	hom_vs_het_wt	BP	GO:0042462	eye photoreceptor cell development	22	4	0.9	0.01110	1.95467702121334	4.44444444444444	0.647817481888637
Nek9	hom_vs_het_wt	BP	GO:0007178	transmembrane receptor protein serine/th...	260	23	10.59	0.01118	1.9515581964496	2.17186024551464	0.336831875910108
Nek9	hom_vs_het_wt	BP	GO:0003157	endocardium development	12	3	0.49	0.01122	1.95000714307986	6.12244897959184	0.786925174691149
